epoch,loss,val_loss
35,4.402757916081408,4.302673860029741
36,4.396180308794191,4.257746000987727
37,4.37383519314451,4.261127023774434
38,4.371017172429856,4.26085219887214
39,4.350744597445445,4.218623548988404
40,4.335132195154826,4.216463552645552
41,4.325708980381209,4.273075015370439
42,4.3217102854464535,4.216085141654906
43,4.320269561119856,4.181137082634903
44,4.310657130392132,4.203587838304721
45,4.286809789421786,4.256100384782
46,4.284053599069562,4.192344979154385
47,4.283792616824775,4.167242876300967
48,4.274900620151573,4.182453464880222
49,4.268400996135864,4.1454610956393605
50,4.252370849782499,4.143415520830852
51,4.236451452849243,4.180407228702452
52,4.250209601242591,4.127321580948869
53,4.237537111542035,4.134750115386839
54,4.236801206248467,4.093151674425699
56,4.225772499877834,4.126945777372881
57,4.220964311023646,4.13184231781378
58,4.21057892624761,4.136722161905553
59,4.203504555557442,4.145833442269302
60,4.215841304737264,4.136899099892717
61,4.179205573041674,4.100719548822418
62,4.180884177606431,4.118948180888727
63,4.184779053286581,4.102612903641491
64,4.169456340733082,4.065039562597508
65,4.164377781759033,4.043412600881685
66,4.16453241346028,4.082227210688397
67,4.151876913079634,4.140350311946094
68,4.1480310359620525,4.0711067567995896
69,4.138933637451864,4.0821409322381985
70,4.1275256791610655,4.118920434393534
71,4.138356719509536,4.062440673316397
72,4.123585359934537,4.050977513072937
73,4.13502187193093,4.076702765720647
74,4.113827251544767,4.05015463596437
75,4.10635601709333,4.060759313707429
76,4.135356004226935,4.060551913191633
77,4.1009973983884045,4.044145050669104
78,4.104389068785594,4.018978144095196
79,4.097470971302994,4.034793423830978
80,4.0881164433773325,4.01639660625923
81,4.075115129884233,4.009258267162292
82,4.072859131465309,4.014652034713
83,4.086583907757193,4.0096755450334
84,4.079303476036853,4.017897237994807
85,4.08457391074006,4.021356210088342
86,4.064449108210341,4.029776532863214
87,4.0857149175485725,4.026006403977309
88,4.087694204939363,4.0217245303518405
89,4.077968152975998,4.012354749974197
90,4.084212372485834,4.01102956174835
91,4.073242221915852,4.008075307830563
92,4.0810954855007,4.01059235092101
93,4.058133344217459,4.016986870571849
94,4.0844331356579895,4.040139685219866
95,4.073316537733183,4.014492624561961
96,4.06364715400063,4.020781221234701
97,4.073713903576369,4.022683110663562
98,4.071902024667588,4.01469634257681
99,4.068810002936154,4.009785862666805
100,4.0683324545649855,4.00207781946756
101,4.080486506826254,4.015990205702743
102,4.073103818788962,4.013100768298638
103,4.077351606768994,4.009351671032789
104,4.061041696172365,4.017538538987075
105,4.061264460023393,4.005995499603148
106,4.064183211326599,4.0116728960983155
107,4.066734645534569,4.009193565011993
108,4.0578718138561936,4.011628716941772
109,4.056684421993011,4.019271548589071
110,4.044716263877021,4.010148692324878
111,4.0756819816075955,4.008059825742148
112,4.055370908850609,4.021718192294361
113,4.06217398870914,4.007623070429981
114,4.054835760015091,4.004978519532739
115,4.065228165968296,4.025010705963383
116,4.0420777877544944,4.010884296990992
117,4.062242790499763,4.005912960641752
118,4.059795738594819,4.010698888747672
119,4.081401375604907,4.020477290269805
102,3.625585876491687,0.685632851017556,4.311218728549411,6.269797445891739,nan,nan
0,5.3254087255446585,1.1675806266241842,6.492989378609258,5.88907756124224,2.25447031584653,8.143547838384455
1,4.707993779548084,0.9438730687863763,5.651866859277836,5.9823732942100465,1.5706058418847682,7.552979083952865
2,4.612024760029872,0.9073373197958876,5.519362074608721,7.194840221094891,1.7215644028128647,8.916404631079697
3,4.557412332690005,0.8834337085196297,5.440846047752154,5.473785357746651,1.4293764469100207,6.903161820357408
4,4.51362999690717,0.8522019224416855,5.3658319260443506,5.951141035653712,1.2932600151232587,7.244401061050291
5,4.503227888937101,0.8627779048891134,5.36600579299091,5.619664768281022,2.04705792849626,7.6667226930943935
6,4.463757361097142,0.8299072470025091,5.293664611941772,5.841952611566559,1.2597540168258232,7.101706642833182
7,4.407129214903185,0.8067521552263478,5.213881368398293,7.211878554801631,1.1753474662943584,8.38722605976632
8,4.352636072893098,0.8085111583510475,5.161147232742191,5.54117246720849,1.054603501451694,6.59577593687104
9,4.400011689211468,0.815800726294331,5.215812427284945,5.502284479528908,1.563681045780337,7.065965519106485
10,4.362578328092333,0.8036353859300718,5.16621373310895,6.955663581010772,1.2119349980741982,8.16759858635383
11,4.298859409532263,0.776715449160067,5.075574860445957,6.899752981294461,1.1165672232465047,8.016320222373901
12,4.270449956482005,0.7632123671115284,5.033662342928198,7.362417996414309,0.9920853162199501,8.354503307497598
